source;title;published_at;currencies;News value;full_news_url;description
youtube.com;SBF Breaks Silence;2022-11-30 18:33:19 UTC;;-1;https://cryptopanic.com/news/17035028/SBF-Breaks-Silence;"Bitcoin Magazine LIVE #208<br><br>1) News and Notes with Chris and Nolan<br>00:00:00 Intro<br>00:01:20 News And Notes<br>00:02:00 SBF controlled messaging<br>00:03:45 SBF says he donated equally to both major US political parties but kept it quiet because of the media blowback and outrage<br>00:04:50 Crypto services firm Prime Trust has Fired CEO Tom Pageler<br>00:07:00 Warren Buffett Outperforms Bitcoin<br>00:09:30 Larry Fink CEO of BlackRock says the company had a $24m investment in FTX<br>00:11:45 Brazil Lawmakers vote in favor of recognizing Bitcoin as a means of payment<br>00:14:00 Casa announces they will be supporting the collaborative custody of ETH for their customers. <br>00:17:10 Jack Dorsey and Hardware Wallets<br>00:22:30 European Central Bank Stability<br>00:26:32 Fiat savings instruments continue to collapse<br><br>Lower your time preference and lock-in your Bitcoin 2023 conference tickets today!!! Use promo code BMLIVE to save 10% off your conference tickets today!!!<br>https://b.tc/conference/bitcoin2023<br><br>Follow us on Twitter:<br>- https://twitter.com/ChrisAlaimo6<br>- https://twitter.com/countbtc<br>- https://twitter.com/videobitcoin<br><br>IMPORTANT DISCLAIMER<br>""All views expressed by hosts, guests, and interviewees of ""Bitcoin Magazine Live"" are opinion only and do not reflect the views of Bitcoin Magazine, its ownership, management, any of their associated or affiliated entities, or their inhouse or third party service providers and platforms. This program is informational only, and its content does not contain or construe any offers to buy, sell, or hold any bitcoin, other cryptocurrency, or any securities or other financial instruments in the United States or any other jurisdiction in which such solicitation or offer would be unlawful. Nor does this show's programming constitute any kind of legal, tax, investment, financial, or other advice. Individuals who appear on ""Bitcoin Magazine Live"" are not deemed investment advisors and their performances in the past are not indicative of future results. Nor are staff or management of ""Bitcoin Magazine Live,"" its publishers and affiliated companies in the business of providing advice, financial or otherwise. All investment carries risk and you should do your own due diligence before investing."""
theblockcrypto.com;FTX’s collapse is ‘a Lehman moment’ for crypto: Yellen;2022-11-30 18:32:55 UTC;;1;https://cryptopanic.com/news/17035575/FTXs-collapse-is-a-Lehman-moment-for-crypto-Yellen;<p>But the U.S. Treasury secretary's not worried about FTX's impact outside of crypto. </p>
cointelegraph.com;Telegram founder wants to build new decentralized tools to combat power abuse;2022-11-30 18:15:00 UTC;;1;https://cryptopanic.com/news/17035516/Telegram-founder-wants-to-build-new-decentralized-tools-to-combat-power-abuse;<p>The messaging platform is building a set of decentralized tools, including noncustodial wallets and decentralized exchanges.</p>
theblockcrypto.com;Warren: FTX contagion would be worse if banks were ‘dangerously intertwined’ with crypto;2022-11-30 18:07:01 UTC;;0;https://cryptopanic.com/news/17035494/Warren-FTX-contagion-would-be-worse-if-banks-were-dangerously-intertwined-with-crypto;<p>Warren slammed FTX during a Senate Banking Committee hearing. </p>
youtube.com;S&P 500 Index Fund Explained In Under 60 Seconds;2022-11-30 18:00:20 UTC;;0;https://cryptopanic.com/news/17035547/SP-500-Index-Fund-Explained-In-Under-60-Seconds;"[Crypto News]<br>💸 BYBIT 0% Maker Fees & $30,030 BONUS 👉 https://cryptolark.co/BYBIT<br>🔥 GET MY FREE INVESTOR REPORT 👉 https://cryptolark.co/WEALTHMASTERY<br><br>#bitcoin #crypto #investing <br><br>🌟🌟🌟 BEST EXCHANGES TO BUY CRYPTO 🌟🌟🌟<br>💰 BINANCE: BEST EXCHANGE FOR BUYING CRYPTO IN THE WORLD<br>👉 10% OFF FEES & $600 BONUS ►► https://cryptolark.co/10<br>📺  BINANCE TUTORIAL: https://www.youtube.com/watch?v=2tZ6sEyx56s<br><br>🐙 USA #1 EXCHANGE TO BUY AND SELL CRYPTO<br>👉 BUY BITCOIN ON KRAKEN ►►  http://cryptolark.co/KRAKENBTC<br><br>🚀🚀🚀 BEST EXCHANGES TO TRADE CRYPTO 🚀🚀🚀<br>🥇 BYBIT: BTC FUTURES TRADING EXCHANGE 👉 0% SPOT FEES AND $30,030 IN BONUSES ►► https://cryptolark.co/BYBIT100 <br>📺  BYBIT TUTORIAL: https://youtu.be/mw3sAX6XdDE<br><br>🥈 PHEMEX: BTC FUTURES TRADING 👉  10% OFF FEES $3,600 SIGN UP BONUS<br> ►► https://cryptolark.co/PHEMEX <br><br>⚜️⚜️⚜️ TOP CRYPTO SERVICES & PRODUCTS ⚜️⚜️⚜️<br>🤵 NUMBER ONE BROKER - PROFESSIONAL PERSONAL WEALTH MANAGEMENT<br>👉 CALEB & BROWN  - 30% OFF ►► https://cryptolark.co/CB<br><br>🤖 NFT DOMAIN NAMES - THE HOTTEST NFTS ON THE MARKET<br>👉 BUY ON UNSTOPPABLE DOMAINS ►► https://cryptolark.co/UNSTOPPABLE<br><br>🔒 BEST CRYPTO WALLET TO KEEP YOUR ASSETS SAFE<br>👉  BUY LEDGER WALLET HERE ►► https://cryptolark.co/LEDGER<br><br>NOTE: The above are affiliate links and I receive a small comission when you use these links to start your accounts. Thank you for your support. <br><br>FULL PORTFOLIO AND DISCLOSURE OF VENTURE INVESTMENTS<br>https://thewealthmastery.io/lark-davis-crypto-portfolio-disclosures/<br><br>Subscribe for more great crypto videos https://www.youtube.com/channel/UCl2oCaw8hdR_kbqyqd2klIA<br><br>ESSENTIAL VIEWING<br>Security Tips https://www.youtube.com/watch?v=-qRpW20AB8k&amp;t=2s<br>Take Profits https://www.youtube.com/watch?v=4ej6Uiynyso&amp;t=5s<br>Binance Tutorial https://www.youtube.com/watch?v=2tZ6sEyx56s&amp;t=5s<br>Bybit Tutorial https://www.youtube.com/watch?v=mw3sAX6XdDE<br><br>Watch more great crypto videos on this playlist <br>https://www.youtube.com/watch?v=LAPH8BB2eoo&amp;list=PLzaAzw5kr19jXML35T1FaxwGAgbLJdhg0<br><br>Disclaimer<br>Everything expressed here is my opinion and not official investment advice - please do your own research before risking your own money. Lark Davis (The Crypto Lark) is not providing you individually tailored investment advice. Nor is The Crypto Lark registered to provide investment advice, is not a financial adviser, and is not a broker-dealer. The material provided is for educational purposes only. The Crypto Lark is not responsible for any gains or losses that result from your cryptocurrency investments. Investing in cryptocurrency involves a high degree of risk and should be considered only by persons who can afford to sustain a loss of their entire investment. Investors should consult their financial adviser before investing in cryptocurrency."
beincrypto.com;BlackRock CEO Larry Fink Says FTX Collapsed Because It Created Its Own Token – so Is Binance Next?;2022-11-30 18:00:00 UTC;;0;https://cryptopanic.com/news/17035515/BlackRock-CEO-Larry-Fink-Says-FTX-Collapsed-Because-It-Created-Its-Own-Token-so-Is-Binance-Next;"<p>BlackRock CEO Larry Fink ascribes the downfall of FTX to its own token, leaving others to fear the same scenario may transpire for Binance.</p>
"
dailyhodl.com;Crypto Lender BlockFi Sues Sam Bankman-Fried Company Over Robinhood Shares Following Bankruptcy Filing: Report;2022-11-30 17:55:58 UTC;FTT;-1;https://cryptopanic.com/news/17035461/Crypto-Lender-BlockFi-Sues-Sam-Bankman-Fried-Company-Over-Robinhood-Shares-Following-Bankruptcy-Filing-Report;"<p>The bankrupt crypto lending platform BlockFi is suing Sam Bankman-Fried’s holding company to recover collateral. According to a recent complaint filed in a court in New Jersey, BlockFi says it “seeks to enforce the terms of a pledge agreement” it had with Emergent Fidelity Technologies, a holding company for Bankman-Fried, the disgraced former CEO of […]</p>
"
protos.com;Honey, where’s the bitcoin? Divorce lawyers hunt for hidden crypto;2022-11-30 17:55:32 UTC;BTC;0;https://cryptopanic.com/news/17035458/Honey-wheres-the-bitcoin-Divorce-lawyers-hunt-for-hidden-crypto;"<p>Many legal firms are now helping divorcing couples to make sure their settlements are all present and correct by tracking down hidden crypto.</p>
"
cryptonews.com;Analysts are Predicting These Coins to Do Well This Year As Crypto Prices Crash;2022-11-30 17:41:00 UTC;DASH;0;https://cryptopanic.com/news/17035427/Analysts-are-Predicting-These-Coins-to-Do-Well-This-Year-As-Crypto-Prices-Crash;<p>Coin prices across the crypto market have crashed this year, leaving many investors wondering what to do next. However, bear markets don't last forever, and some projects with strong fundamentals, real use cases, solid teams, and enthusiastic investor backing will no doubt come out the other side ready for major gains. Dash 2 Trade (D2T), RobotEra (TARO), IMPT, and Calvaria (RIA) are four such...</p></body></html>
cryptoslate.com;BTC maximalists up in arms after Casa adds ETH;2022-11-30 17:36:36 UTC;BTC,ETH;0;https://cryptopanic.com/news/17035534/BTC-maximalists-up-in-arms-after-Casa-adds-ETH;"<p>Bitcoin maximalists reacted negatively to the news of Casa unveiling a new app with Ethereum support. </p>
"
cointelegraph.com;INX submits bid for Voyager Digital's assets;2022-11-30 17:33:52 UTC;;0;https://cryptopanic.com/news/17035447/INX-submits-bid-for-Voyager-Digitals-assets;<p>FTX US won a $1.4-billion bid to purchase Voyager’s assets in September, but with the firm filing for bankruptcy, the funds were once again up for grabs.</p>
protos.com;Exclusive: The Fed responds to the Moonstone Bank mystery;2022-11-30 17:32:03 UTC;;0;https://cryptopanic.com/news/17035398/Exclusive-The-Fed-responds-to-the-Moonstone-Bank-mystery;"<p>Protos spoke with Melissa Clark, the Federal Reserve's Lead Financial Institution Policy Analyst, to learn why it approved Moonstone Bank.</p>
"
ambcrypto.com;Assessing whether Ethereum’s [ETH] price rally is imminent in the short term;2022-11-30 17:30:49 UTC;ETH;1;https://cryptopanic.com/news/17035392/Assessing-whether-Ethereums-ETH-price-rally-is-imminent-in-the-short-term;Ethereum [ETH] has seen a surge in its count of daily active addresses. The past few days have been marked by increased ETH accumulation. On 28 November, for the first time since 15 October, the number of unique addresses that traded Ethereum [ETH] daily clinched a high of 497,300 addresses, data from Santiment showed.  The […]
beincrypto.com;$2 Billion Is About to Flood the Metaverse;2022-11-30 17:29:53 UTC;;1;https://cryptopanic.com/news/17035423/2-Billion-Is-About-to-Flood-the-Metaverse;<p>Animoca Brands, the owner of Sandbox, allocates $2 billion to the metaverse fund. It will focus on mid to late-stage startups.</p>
cryptopotato.com;Uniswap Launches NFT Trading, $5 Million Airdrop Available for Claim;2022-11-30 17:10:11 UTC;UNI;1;https://cryptopanic.com/news/17035308/Uniswap-Launches-NFT-Trading-5-Million-Airdrop-Available-for-Claim;<p>Genie users who completed over one trade before April 15, 2022 will get $300 worth of USDC, while those owning a Genie: Genesis NFT - $1,000 in USDC.</p>
theblockcrypto.com;BlackRock Chief Executive Fink said firm invested $24 million in FTX;2022-11-30 17:07:21 UTC;;1;https://cryptopanic.com/news/17035310/BlackRock-Chief-Executive-Fink-said-firm-invested-24-million-in-FTX;<p>BlackRock Chief Executive Larry Fink said that the firm invested $24 million in FTX through a fund of funds it manages, according to Reuters.</p>
theblockcrypto.com;Broker-dealer INX makes bid for Voyager’s assets;2022-11-30 17:04:39 UTC;;0;https://cryptopanic.com/news/17035311/Broker-dealer-INX-makes-bid-for-Voyagers-assets;<p>Broker-dealer and trading platform INX makes a play for Voyager's assets. It did not submit a bid in the September proceedings.</p>
youtube.com;Jake Paul Says The UFC Has PEAKED! #shorts;2022-11-30 17:03:29 UTC;;0;https://cryptopanic.com/news/17035338/Jake-Paul-Says-The-UFC-Has-PEAKED-shorts;Jake Paul says Dana White may retire soon and explains why the UFC has peaked.<br><br>Pomp writes a daily letter to over 200,000+ investors about business, technology, and finance. He breaks down complex topics into easy-to-understand language while sharing opinions on various aspects of each industry. You can subscribe at https://pomp.substack.com/<br><br>View open jobs in crypto: https://pompcryptojobs.com/<br>Enroll in my crypto academy: https://www.thecryptoacademy.io/<br><br>Follow Pomp on social media:<br>Twitter: https://twitter.com/APompliano<br>Instagram: https://www.instagram.com/pompglobal/<br>LinkedIn: https://www.linkedin.com/in/anthonypompliano/<br>Website: https://anthonypompliano.com/<br><br>#AnthonyPompliano #Pomp #Bitcoin #Finance #Business #Crypto
cointelegraph.com;Crypto Stories: The late John McAfee tells the story of how he first found out about Bitcoin;2022-11-30 17:00:00 UTC;BTC;0;https://cryptopanic.com/news/17035298/Crypto-Stories-The-late-John-McAfee-tells-the-story-of-how-he-first-found-out-about-Bitcoin;<p>British-American businessman John McAfee talks about his crypto story and how he discovered BTC.</p>
cryptonews.com;Today in Crypto: Komodo Launches AtomicDEX Web, Animoca Plans a $2 Billion Fund to Invest in Metaverse Firms, SEBA Opens Hong Kong Office;2022-11-30 17:00:00 UTC;;1;https://cryptopanic.com/news/17035302/Today-in-Crypto-Komodo-Launches-AtomicDEX-Web-Animoca-Plans-a-2-Billion-Fund-to-Invest-in-Metaverse-Firms-SEBA-Opens-Hong-Kong-Office;"<p>Get your daily, bite-sized digest of cryptoasset and blockchain-related news – investigating the stories flying under the radar of today’s crypto news.__________...<br>
Read More: Today in Crypto: Komodo Launches AtomicDEX Web, Animoca Plans a $2 Billion Fund to Invest in Metaverse Firms, SEBA Opens Hong Kong Office</p>"
youtube.com;Is Binance the Next Mt. Gox?;2022-11-30 16:40:46 UTC;;0;https://cryptopanic.com/news/17035219/Is-Binance-the-Next-Mt-Gox;"✴︎ Sign Up Here for the CT Club! https://patreon.com/cryptotips<br><br>✴︎ Join our Public Discord Channels Here: https://discord.gg/Hseq2nkeHr<br><br>✴︎Ledger hardware wallets 👉 https://shop.ledger.com/pages/ledger-nano-x/?r=67ef<br>✴︎Trezor hardware wallet 👉 https://shop.trezor.io/?offer_id=10&amp;aff_id=10937<br>✴︎Buy Gift Cards with Your Crypto! 👉 https://www.bitrefill.com/signup?code=47y2uwl4<br>✴︎Begin Trading with Tradingview 👉 https://www.tradingview.com/gopro/?share_your_love=RealCryptoTips<br><br>✴︎Heidi Twitter: https://twitter.com/blockchainchick<br>✴︎Toby Twitter: https://twitter.com/sircryptotips<br>✴︎TicToc: https://www.tiktok.com/@realcryptotips<br>✴︎Instagram: https://www.instagram.com/realcryptotips/ <br>✴︎LBRY: https://lbry.tv/@Crypto-Tips:b <br><br>Video Suggestions for Beginners to Crypto: <br>- When did Crypto Start?: youtu.be/rd5gv6X70ew<br>- Why Bitcoin?: youtu.be/GVwWwWUj3NU<br>- 3 Mistakes to Avoid When Storing Cryptos: https://www.youtube.com/watch?v=rhhu3Uh8iHE<br>- If Your Hardware Wallet is Lost or Stolen: youtu.be/KTIDY7kYSIQ<br>- Complete Guide to Ledger Nano X: youtu.be/PC60Ju_iMQE<br>- Proper Introduction to Crypto Exchanges: youtube.com/watch?v=91f-QNSmzrA<br>- 3 Things You Should Never Do on a Crypto Exchange: youtu.be/pgZP-voLGpE<br>- 5 Things Crypto Exchanges Don't Want You to Know: youtu.be/_VcdEovm8u8<br>- My Recommendations for Centralized Exchanges: youtu.be/kCYj2tdYufE<br>- My Recommendations for Decentralized Exchanges (DEX): youtu.be/AMsp3knAfBs<br>- Calling Out Fake DEXs: youtu.be/h_cZyGqjKrs<br>- Why is DeFi the Hottest Topic in Crypto?: youtu.be/mqdD_2rX4-0<br>- Without This, Crypto Won't Survive: youtu.be/Jg-zk_Nhpq0<br>- How To Use the Most Popular Privacy Coins: youtu.be/WLckSKzFp"
zycrypto.com;DOGE Rallies 30% On Twitter Payments Anticipation As Elon Musk Props Up Dogecoin;2022-11-30 16:36:23 UTC;DOGE;1;https://cryptopanic.com/news/17035188/DOGE-Rallies-30-On-Twitter-Payments-Anticipation-As-Elon-Musk-Props-Up-Dogecoin;Dogecoin traded at $0.104 at press time - a gain of 6% in the past day and 30% in the last week -coming amid speculations that Twitter could use the coin for payments.
